"","time.index","tv.volume","tv.spend","search.clicks","search.imps","search.matching.query.volume","search.query.volume","search.spend","total.spend","brand.sales","competitor.sales","revenue","profit","tv.budget.index","tv.budget","search.budget.index","search.budget","market.rate"
"46",46,257759368,1288873.19808421,104338,1384107,1384107,15394405,114771.8,1403644.99808421,1344883,6985440,7114431.07,5710786.07191579,1,54500000,1,4800000,0.631990236893915
"47",47,0,0,123437,1591710,1591710,17666349,135780.7,135780.7,1490714,8285315,7736805.66,7601024.96,1,54500000,1,4800000,0.742600076309151
"48",48,315066310,1575387.13059424,131818,1690578,1690578,18775136,144999.8,1720386.93059424,1708201,8795139,8950973.24,7230586.30940576,1,54500000,1,4800000,0.796483056234693
"49",49,0,0,120828,1567466,1567466,17418092,132910.8,132910.8,1464820,8150047,7807490.6,7674579.8,1,54500000,1,4800000,0.730535618216702
"50",50,221075050,1105406.18007712,138535,1773426,1773426,19704270,152388.5,1257794.68007712,1786422,9305275,9843185.22,8585390.53992288,1,54500000,1,4800000,0.841893790852327
"51",51,0,0,141772,1799903,1799903,19993767,155949.2,155949.2,1715498,9541601,9246534.22,9090585.02,1,54500000,1,4800000,0.855579377534396
"52",52,314516971,1572573.15801909,0,0,1632901,18124503,0,1572573.15801909,1635871,8421392,8751909.85,7179336.6919809,1,54500000,1,4800000,0.764555528384985
"53",53,0,0,0,0,3229098,17933674,0,0,1510927,8403185,8007913.1,8007913.1,2,47500000,2,9600000,0.754972470678927
"54",54,1132504141,5662699.62465584,226211,2954783,2954783,16415857,248832.1,5911531.72465585,1495001,7506295,8043105.38,2131573.65534416,2,47500000,2,9600000,0.681218053630056
"55",55,0,0,257903,3316698,3316698,18433871,283693.3,283693.3,1569188,8715946,8002858.8,7719165.5,2,47500000,2,9600000,0.779680317972236
"56",56,683800455,3418962.13387854,253159,3264722,3264722,18126672,278474.9,3697437.03387854,1665816,8432176,8362396.32,4664959.28612146,2,47500000,2,9600000,0.764749125584307
"57",57,0,0,233975,3049238,3049238,16936789,257372.5,257372.5,1421034,7902787,6906225.24,6648852.74,2,47500000,2,9600000,0.707025831010678
"58",58,0,0,272986,3485361,3485361,19348713,300284.6,300284.6,1656533,9215961,8133577.03,7833292.43,2,47500000,2,9600000,0.82445953871775
"59",59,411112562,2055625.35016329,285027,3621924,3621924,20114505,313529.7,2369155.05016329,1859700,9517219,9335694,6966538.94983671,2,47500000,2,9600000,0.86152991975301
"60",60,0,0,251818,3244269,3244269,18018814,276999.8,276999.8,1527156,8492104,7651051.56,7374051.76,2,47500000,2,9600000,0.75992007162408
"61",61,0,0,247621,3203809,3203809,17793063,272383.1,272383.1,1505414,8368532,9559378.9,9286995.8,2,47500000,2,9600000,0.748639825592511
"62",62,0,0,227121,2967921,2967921,16487640,249833.1,249833.1,1377912,7655845,8832415.92,8582582.82,2,47500000,2,9600000,0.685259086462899
"63",63,0,0,210437,2775838,2775838,15426382,231480.7,231480.7,1272851,7082983,8197160.44,7965679.74,2,47500000,2,9600000,0.633495900128228
"64",64,0,0,214109,2814012,2814012,15628360,235519.9,235519.9,1292728,7183856,8454441.12,8218921.22,2,47500000,2,9600000,0.643045958663794
"65",65,0,0,0,0,2807692,15606276,0,0,1285667,7148553,8395405.51,8395405.51,2,47500000,2,9600000,0.641973045119738
"66",66,471868619,2359158.92263677,0,0,2434660,13530437,0,2359158.92263677,1168494,5947668,7630265.82,5271106.89736323,2,47500000,2,9600000,0.541176486541949
"67",67,0,0,165813,2275805,2275805,12647086,182394.3,182394.3,1002641,5568196,6477060.86,6294666.56,2,47500000,2,9600000,0.498149470493199
"68",68,36847998,184262.675804308,161189,2224706,2224706,12366436,177307.9,361570.575804308,988880,5405775,6427720,6066149.42419569,2,47500000,2,9600000,0.484745149473464
"69",69,0,0,170638,2333418,2333418,12961854,187701.8,187701.8,1031432,5740139,6693993.68,6506291.88,2,47500000,2,9600000,0.513514247725911
"70",70,0,0,154849,2160273,2160273,12000665,170333.9,170333.9,937148,5212945,6072719.04,5902385.14,2,47500000,2,9600000,0.466346785130358
"71",71,650960759,3254764.82029201,164257,2258342,2258342,12538862,180682.7,3435447.52029201,1075509,5444258,6894012.69,3458565.16970799,2,47500000,2,9600000,0.493588960187771
"72",72,0,0,159760,2200945,2200945,12226363,175736,175736,961819,5338926,6222968.93,6047232.93,2,47500000,2,9600000,0.477920670267306
"73",73,308211643,1541105.09142518,139721,1980679,1980679,11011474,153693.1,1694798.19142518,897357,4628882,5805899.79,4111101.59857481,2,47500000,2,9600000,0.41858956688562
"74",74,0,0,121154,1774654,1774654,9864717,133269.4,133269.4,728149,4057478,4711124.03,4577854.63,2,47500000,2,9600000,0.362856327519028
"75",75,0,0,123569,1797391,1797391,9981123,135925.9,135925.9,739854,4121144,4809051,4673125.1,2,47500000,2,9600000,0.368624323214667
"76",76,0,0,117821,1739813,1739813,9666351,129603.1,129603.1,711677,3948956,4568966.34,4439363.24,2,47500000,2,9600000,0.353434133277786
"77",77,310100558,1550428.11144053,124002,1810179,1810179,10052390,136402.2,1686830.31144053,798361,4116734,5053625.13,3366794.81855947,2,47500000,2,9600000,0.372342912497621
"78",78,0,0,0,0,1647592,9167619,0,0,660161,3667419,4198623.96,4198623.96,2,47500000,2,9600000,0.329125388251978
"79",79,0,0,0,0,1917905,10658286,0,0,805368,4473793,5081872.08,5081872.08,2,47500000,2,9600000,0.401788879532639
"80",80,0,0,134348,1920626,1920626,10669520,147782.8,147782.8,808219,4494513,5116026.27,4968243.47,2,47500000,2,9600000,0.402100163825104
"81",81,0,0,126602,1835429,1835429,10206799,139262.2,139262.2,765196,4250440,4751867.16,4612604.96,2,47500000,2,9600000,0.380126650042652
"82",82,0,0,118958,1748114,1748114,9708884,130853.8,130853.8,715015,3972325,4454543.45,4323689.65,2,47500000,2,9600000,0.3554477509146
"83",83,0,0,113886,1692688,1692688,9400334,125274.6,125274.6,683627,3805805,4265832.48,4140557.88,2,47500000,2,9600000,0.340553080873219
"84",84,545064620,2725256.73972959,98368,1509112,1509112,8377284,108204.8,2833461.53972959,632820,3208324,3910827.6,1077366.06027041,2,47500000,2,9600000,0.290989052560732
"85",85,0,0,126401,1828078,1828078,10152166,139041.1,139041.1,758274,4211942,4769543.46,4630502.36,2,47500000,2,9600000,0.376675214332327
"86",86,135115790,675521.819214938,122268,1786961,1786961,9928921,134494.8,810016.619214938,765806,4068024,4801603.62,3991587.00078506,2,47500000,2,9600000,0.36593859077072
"87",87,0,0,163430,2252041,2252041,12513081,179773,179773,989878,5493446,6374814.32,6195041.32,2,47500000,2,9600000,0.49208315379707
"88",88,499635160,2498218.35178103,163913,2255513,2255513,12524977,180304.3,2678522.65178103,1068877,5438633,7054588.2,4376065.54821897,2,47500000,2,9600000,0.492325186483127
"89",89,0,0,146269,2058268,2058268,11438738,160895.9,160895.9,882665,4912333,5737322.5,5576426.6,2,47500000,2,9600000,0.439589272258661
"90",90,770649223,3853254.49639113,168051,2300273,2300273,12780819,184856.1,4038110.59639113,1102025,5565458,7262344.75,3224234.15360887,2,47500000,2,9600000,0.504863588302276
"91",91,0,0,0,0,2548215,14156125,0,0,1145420,6368920,7479592.6,7479592.6,2,47500000,2,9600000,0.571780861519494
"92",92,0,0,0,0,2583356,14358438,0,0,1162672,6478069,7650381.76,7650381.76,2,47500000,2,9600000,0.581495862473763
"93",93,353132313,1765724.16355675,198792,2641594,2641594,14669113,218671.2,1984395.36355675,1284288,6587853,8296500.48,6312105.11644325,2,47500000,2,9600000,0.59638760845821
"94",94,0,0,209383,2770787,2770787,15382277,230321.3,230321.3,1266857,7057206,8196564.79,7966243.49,2,47500000,2,9600000,0.631118287990652
"95",95,832399967,4162248.59850086,210072,2773685,2773685,15411211,231079.2,4393327.79850086,1381614,6980134,8828513.46,4435185.66149914,2,47500000,2,9600000,0.632519134791979
"96",96,0,0,266715,3411644,3411644,18941581,293386.5,293386.5,1619353,8988106,10218117.43,9924730.93,2,47500000,2,9600000,0.804044922548041
"97",97,840704687,4203402.11875628,273883,3493410,3493410,19410040,301271.3,4504673.41875628,1808297,9121699,11790096.44,7285423.02124372,2,47500000,2,9600000,0.827587998312086
"98",98,397455076,1987242.27811696,266671,3411751,3411751,18963165,293338.1,2280580.37811696,1739222,8894192,11339727.44,9059147.06188304,2,47500000,2,9600000,0.805792735396493
"99",99,259017048,1295012.84054411,269632,3447193,3447193,19144757,296595.2,1591608.04054411,1740125,9008293,11136800,9545191.95945589,2,47500000,2,9600000,0.81420093666603
"100",100,342006338,1710029.30572218,276030,3516178,3516178,19529303,303633,2013662.30572218,1793417,9210012,11495802.97,9482140.66427783,2,47500000,2,9600000,0.832680959836844
"101",101,0,0,283934,3609752,3609752,20059136,312327.4,312327.4,1726787,9599314,9480060.63,9167733.23,2,47500000,2,9600000,0.858752179301016
"102",102,0,0,239507,3105131,3105131,17263225,263457.7,263457.7,1452749,8076644,7830317.11,7566859.41,2,47500000,2,9600000,0.722744893321575
"103",103,500263325,2501437.79559359,299244,3780858,3780858,21017337,329168.4,2830606.19559359,1961896,9998369,10496143.6,7665537.40440641,2,47500000,2,9600000,0.905538949622801
"104",104,19130018,95644.7617961034,0,0,4025707,22362454,0,95644.7617961034,1960702,10794927,10332899.54,10237254.7782039,2,47500000,2,9600000,0.970876538644551
"105",105,0,0,0,0,5425960,20101597,0,0,1724698,9586811,9227134.3,9227134.3,3,4.2e+07,3,14400000,0.860767231114852
"106",106,241987930,1209890.62260619,442950,5602827,5602827,20756726,487245,1697135.62260619,1905556,9897141,10080391.24,8383255.61739381,3,4.2e+07,3,14400000,0.892528592640097
"107",107,0,0,473312,5936683,5936683,21987798,520643.2,520643.2,1918462,10662803,9956817.78,9436174.58,3,4.2e+07,3,14400000,0.952593302277591
"108",108,256108210,1280502.7057297,370716,4787052,4787052,17730741,407787.6,1688290.3057297,1592101,8264192,8342609.24,6654318.9342703,3,4.2e+07,3,14400000,0.745540819164248
"109",109,37613370,188051.210362819,435987,5521802,5521802,20456813,479585.7,667636.910362819,1794805,9808287,9566310.65,8898673.73963718,3,4.2e+07,3,14400000,0.878362837288818
"110",110,0,0,439839,5562226,5562226,20595102,483822.9,483822.9,1779792,9908732,9806653.92,9322831.02,3,4.2e+07,3,14400000,0.884852038527158
"111",111,204635503,1023260.19798544,380127,4900389,4900389,18152555,418139.7,1441399.89798544,1625490,8501578,8761391.1,7319991.20201456,3,4.2e+07,3,14400000,0.765974980109205
"112",112,0,0,398017,5092975,5092975,18865249,437818.7,437818.7,1611617,8961439,8622150.95,8184332.25,3,4.2e+07,3,14400000,0.800607547274407
"113",113,526474819,2632416.98040578,367108,4747685,4747685,17571328,403818.8,3036235.78040577,1602794,8149817,8494808.2,5458572.41959422,3,4.2e+07,3,14400000,0.737336674211125
"114",114,0,0,317751,4194633,4194633,15542533,349526.1,349526.1,1286044,7157466,6918916.72,6569390.62,3,4.2e+07,3,14400000,0.639450289865655
"115",115,71672939,358307.373479737,317103,4185874,4185874,15494909,348813.3,707120.673479737,1314345,7102125,6703159.5,5996038.82652026,3,4.2e+07,3,14400000,0.636351947310229
"116",116,0,0,362985,4700391,4700391,17406582,399283.5,399283.5,1471083,8171403,7384836.66,6985553.16,3,4.2e+07,3,14400000,0.729886583587435
"117",117,343179461,1715796.49335948,0,0,4866748,18015499,0,1715796.49335948,1625800,8358163,7901388,6185591.50664052,3,4.2e+07,3,14400000,0.759035751522983
"118",118,0,0,0,0,3713396,13755578,0,0,1105688,6152495,5428928.08,5428928.08,3,4.2e+07,3,14400000,0.552223520287182
"119",119,214994946,1074964.72725412,272711,3693772,3693772,13680927,299982.1,1374946.82725412,1166660,6089735,5856633.2,4481686.37274588,3,4.2e+07,3,14400000,0.548412156812098
"120",120,0,0,236159,3274594,3274594,12130504,259774.9,259774.9,951083,5297080,4764925.83,4505150.93,3,4.2e+07,3,14400000,0.473223555994827
"121",121,480156524,2400762.14275541,271017,3667084,3667084,13596581,298118.7,2698880.84275541,1180406,6020513,7495578.1,4796697.25724459,3,4.2e+07,3,14400000,0.544536907285425
"122",122,0,0,265703,3608696,3608696,13357608,292273.3,292273.3,1073038,5962764,6878173.58,6585900.28,3,4.2e+07,3,14400000,0.532867079360876
"123",123,601581750,3007903.08829245,233374,3238357,3238357,11998800,256711.4,3264614.48829245,1016363,5155555,6545377.72,3280763.23170755,3,4.2e+07,3,14400000,0.466649070358953
"124",124,0,0,248633,3410091,3410091,12634620,273496.3,273496.3,1004062,5575690,6566565.48,6293069.18,3,4.2e+07,3,14400000,0.498060704480024
"125",125,660090123,3300480.53091931,203734,2915799,2915799,10803728,224107.4,3524587.93091931,892209,4514917,5826124.77,2301536.83908069,3,4.2e+07,3,14400000,0.408509789296271
"126",126,0,0,182644,2667500,2667500,9879646,200908.4,200908.4,732755,4074103,4784890.15,4583981.75,3,4.2e+07,3,14400000,0.363760635291158
"127",127,931044074,4654860.45294828,175856,2593877,2593877,9604621,193441.6,4848302.05294828,769071,3866077,4968198.66,119896.607051722,3,4.2e+07,3,14400000,0.350550918542936
"128",128,0,0,160252,2419818,2419818,8961810,176277.2,176277.2,642331,3572007,4175151.5,3998874.3,3,4.2e+07,3,14400000,0.318997490529321
"129",129,318070280,1590458.86149227,165295,2475338,2475338,9166753,181824.5,1772283.36149227,709797,3643072,4606582.53,2834299.16850773,3,4.2e+07,3,14400000,0.329063200652691
"130",130,0,0,0,0,2535497,9398167,0,0,681815,3783325,4418161.2,4418161.2,3,4.2e+07,3,14400000,0.339971919499465
"131",131,408717186,2043463.98210306,0,0,2242217,8300487,0,2043463.98210306,617933,3156473,3960950.53,1917486.54789694,3,4.2e+07,3,14400000,0.286814946140586
"132",132,0,0,193038,2784459,2784459,10307702,212341.8,212341.8,773078,4302997,5001814.66,4789472.86,3,4.2e+07,3,14400000,0.384477365993803
"133",133,58370888,291881.310775864,215455,3039815,3039815,11264522,237000.5,528881.810775864,886203,4810431,5733733.41,5204851.59922414,3,4.2e+07,3,14400000,0.431180469442527
"134",134,0,0,184308,2685907,2685907,9957718,202738.8,202738.8,740658,4113175,4792057.26,4589318.46,3,4.2e+07,3,14400000,0.367557701444145
"135",135,332657481,1663443.93039053,169815,2514126,2514126,9308784,186796.5,1850240.43039054,725282,3722963,4714333,2864092.56960946,3,4.2e+07,3,14400000,0.336214349475231
"136",136,0,0,196641,2829452,2829452,10485066,216305.1,216305.1,792220,4408815,5086052.4,4869747.3,3,4.2e+07,3,14400000,0.393512533952956
"137",137,9843512,49245.717624929,198411,2851118,2851118,10551265,218252.1,267497.817624929,801239,4430939,5071842.87,4804345.05237507,3,4.2e+07,3,14400000,0.396039231758458
"138",138,0,0,223720,3130129,3130129,11597001,246092,246092,901190,5004921,5731568.4,5485476.4,3,4.2e+07,3,14400000,0.447243583463757
"139",139,176532412,882686.102395931,204681,2906289,2906289,10760347,225149.1,1107835.20239593,858759,4514133,5418769.29,4310934.08760407,3,4.2e+07,3,14400000,0.406255963606453
"140",140,0,0,202228,2897648,2897648,10724990,222450.8,222450.8,814848,4533821,5157987.84,4935537.04,3,4.2e+07,3,14400000,0.40498580382866
"141",141,0,0,274318,3697481,3697481,13694570,301749.8,301749.8,1105209,6149774,6863347.89,6561598.09,3,4.2e+07,3,14400000,0.54922565931578
"142",142,208457250,1042254.86079542,247123,3393734,3393734,12577169,271835.3,1314090.16079542,1050846,5490473,6546770.58,5232680.41920458,3,4.2e+07,3,14400000,0.494514831916146
"143",143,0,0,0,0,4227182,15648032,0,0,1288428,7168686,8039790.72,8039790.72,3,4.2e+07,3,14400000,0.643902719512579
"144",144,423042466,2115234.71531584,0,0,4273318,15831561,0,2115234.71531584,1406696,7184449,8693381.28,6578146.56468416,3,4.2e+07,3,14400000,0.653111322365841
"145",145,0,0,330899,4337151,4337151,16077297,363988.9,363988.9,1339642,7448108,8426348.18,8062359.28,3,4.2e+07,3,14400000,0.664913704678229
"146",146,419307341,2096593.11677848,307770,4085846,4085846,15134919,338547,2435140.11677848,1337884,6847405,8388532.68,5953392.56322152,3,4.2e+07,3,14400000,0.61896740792699
"147",147,0,0,337075,4415554,4415554,16362917,370782.5,370782.5,1367942,7607140,8809546.48,8438763.98,3,4.2e+07,3,14400000,0.679376204116477
"148",148,269826686,1349151.67410517,347877,4531846,4531846,16780422,382664.7,1731816.37410517,1496353,7743391,9875929.8,8144113.42589483,3,4.2e+07,3,14400000,0.698729082664323
"149",149,0,0,414916,5296265,5296265,19625974,456407.6,456407.6,1690275,9382855,10986787.5,10530379.9,3,4.2e+07,3,14400000,0.838112065326728
"150",150,318621696,1592978.33003623,371615,4803833,4803833,17798817,408776.5,2001754.83003623,1610428,8286408,10612720.52,8610965.68996377,3,4.2e+07,3,14400000,0.748325886949646
"151",151,0,0,394756,5068465,5068465,18760423,434231.6,434231.6,1600344,8906576,10450246.32,10016014.72,3,4.2e+07,3,14400000,0.795793342944053
"152",152,0,0,409237,5222632,5222632,19343788,450160.7,450160.7,1655998,9232242,10896466.84,10446306.14,3,4.2e+07,3,14400000,0.824100195963252
"153",153,388757051,1943715.7652805,360619,4684527,4684527,17353150,396680.9,2340396.6652805,1574001,8046949,10168046.46,7827649.7947195,3,4.2e+07,3,14400000,0.727175224331977
"154",154,0,0,381491,4903564,4903564,18161535,419640.1,419640.1,1545067,8586467,9996583.49,9576943.39,3,4.2e+07,3,14400000,0.766961264725792
"155",155,425618035,2128189.45416837,419009,5342382,5342382,19794357,460909.9,2589099.35416838,1832188,9348335,11707681.32,9118581.96583162,3,4.2e+07,3,14400000,0.845218877374633
"156",156,72691780,363505.652638673,0,0,4896584,18134426,0,363505.652638673,1574253,8486522,9933536.43,9570030.77736133,3,4.2e+07,3,14400000,0.765808460808513
"157",157,0,0,0,0,6745828,18737283,0,0,1592252,8843749,10381483.04,10381483.04,4,45500000,4,19200000,0.794102233937717
"158",158,245151600,1225804.43033148,505838,6514394,6514394,18086985,556421.8,1782226.23033148,1634093,8474969,10654286.36,8872060.12966852,4,45500000,4,19200000,0.763221767638412
"159",159,0,0,488511,6322927,6322927,17569653,537362.1,537362.1,1489267,8272672,9531308.8,8993946.7,4,45500000,4,19200000,0.737618483928495
"160",160,0,0,497026,6423278,6423278,17843552,546728.6,546728.6,1512961,8422699,9698080.01,9151351.41,4,45500000,4,19200000,0.750986997207536
"161",161,121466520,607395.461412048,528576,6777821,6777821,18831385,581433.6,1188829.06141205,1676236,8908901,9202535.64,8013706.57858795,4,45500000,4,19200000,0.799296049412797
"162",162,259436608,1297231.51228986,458076,5964307,5964307,16575639,503883.6,1801115.11228986,1478271,7650729,7967880.69,6166765.57771013,4,45500000,4,19200000,0.689325297938606
"163",163,0,0,510865,6563756,6563756,18238877,561951.5,561951.5,1554289,8640533,8315446.15,7753494.65,4,45500000,4,19200000,0.770588838658409
"164",164,668930914,3344808.8889685,489574,6339493,6339493,17606750,538531.4,3883340.2889685,1615300,8180541,8512631,4629290.7110315,4,45500000,4,19200000,0.739235954986509
"165",165,0,0,517739,6647848,6647848,18473416,569512.9,569512.9,1578082,8755786,8442738.7,7873225.8,4,45500000,4,19200000,0.781182713794994
"166",166,414914202,2074430.50814261,495218,6406195,6406195,17787602,544739.8,2619170.30814261,1622571,8290556,8583400.59,5964230.28185739,4,45500000,4,19200000,0.748343462476133
"167",167,0,0,420423,5552951,5552951,15424029,462465.3,462465.3,1276441,7104903,6624728.79,6162263.49,4,45500000,4,19200000,0.633847237293919
"168",168,866325968,4331651.18163916,403593,5370662,5370662,14908182,443952.3,4775603.48163916,1334177,6730957,6991087.48,2215483.99836084,4,45500000,4,19200000,0.608254068725264
"169",169,0,0,0,0,5487653,15233409,0,0,1248218,6949567,6653001.94,6653001.94,4,45500000,4,19200000,0.623940672624709
"170",170,895414823,4477173.27624646,0,0,4165022,11555945,0,4477173.27624646,969812,4888389,5343664.12,866490.843753535,4,45500000,4,19200000,0.445697636844835
"171",171,0,0,393666,5246243,5246243,14577877,433032.6,433032.6,1195132,6644617,6441761.48,6008728.88,4,45500000,4,19200000,0.592714077163616
"172",172,1238921726,6194675.10914743,370647,4991657,4991657,13871256,407711.7,6602386.80914743,1229764,6160788,6579237.4,-23149.4091474294,4,45500000,4,19200000,0.557559441377384
"173",173,0,0,359470,4863837,4863837,13508931,395417,395417,1089895,6060408,5776443.5,5381026.5,4,45500000,4,19200000,0.540173340246357
"174",174,579252673,2896313.37827028,360745,4876974,4876974,13545517,396819.5,3293132.87827029,1181876,5992728,6358492.88,3065360.00172972,4,45500000,4,19200000,0.54168027270661
"175",175,0,0,321495,4438692,4438692,12331976,353644.5,353644.5,974625,5413888,4970587.5,4616943,4,45500000,4,19200000,0.483038380132674
