"","time.index","tv.volume","tv.spend","search.clicks","search.imps","search.matching.query.volume","search.query.volume","search.spend","total.spend","brand.sales","competitor.sales","revenue","profit","tv.budget.index","tv.budget","search.budget.index","search.budget","market.rate"
"40",40,0,0,0,0,0,16076198,0,0,1332906,7410456,8543927.46,8543927.46,1,0,1,0,0.665410198035424
"41",41,0,0,0,0,0,14479009,0,0,1176992,6544755,6461686.08,6461686.08,1,0,1,0,0.587633150318598
"42",42,0,0,0,0,0,16021685,0,0,1327696,7376596,7156281.44,7156281.44,1,0,1,0,0.662426503971888
"43",43,0,0,0,0,0,17530429,0,0,1472619,8197497,7878511.65,7878511.65,1,0,1,0,0.735926196531255
"44",44,0,0,0,0,0,17786455,0,0,1497470,8333393,7891666.9,7891666.9,1,0,1,0,0.748304269696177
"45",45,0,0,0,0,0,19378769,0,0,1652235,9190151,8839457.25,8839457.25,1,0,1,0,0.825125158044328
"46",46,0,0,0,0,0,18990090,0,0,1615968,8979133,8548470.72,8548470.72,1,0,1,0,0.806511497444355
"47",47,0,0,0,0,0,19614258,0,0,1676200,9314065,8699478,8699478,1,0,1,0,0.836699505647098
"48",48,0,0,0,0,0,21226460,0,0,1836535,10194367,9623443.4,9623443.4,1,0,1,0,0.915433071964571
"49",49,0,0,0,0,0,19179982,0,0,1634434,9091528,8711533.22,8711533.22,1,0,1,0,0.816251922108535
"50",50,0,0,0,0,0,19041164,0,0,1620080,9013052,8926640.8,8926640.8,1,0,1,0,0.809333286796546
"51",51,0,0,0,0,0,21725656,0,0,1882835,10470061,10148480.65,10148480.65,1,0,1,0,0.940050824721684
"52",52,0,0,0,0,0,21292934,0,0,1842016,10234352,9854785.6,9854785.6,1,0,1,0,0.919070910870427
"53",53,0,0,0,0,0,17399433,0,0,1461161,8124150,7744153.3,7744153.3,2,0,2,0,0.729349958490785
"54",54,0,0,0,0,0,19596376,0,0,1674270,9308650,9007572.6,9007572.6,2,0,2,0,0.83641445274089
"55",55,0,0,0,0,0,22957882,0,0,2003056,11130809,10215585.6,10215585.6,2,0,2,0,1
"56",56,0,0,0,0,0,21749191,0,0,1885530,10475165,9465360.6,9465360.6,2,0,2,0,0.941017814912296
"57",57,0,0,0,0,0,21456151,0,0,1856511,10316310,9022643.46,9022643.46,2,0,2,0,0.926149064212573
"58",58,0,0,0,0,0,19696781,0,0,1684159,9363304,8269220.69,8269220.69,2,0,2,0,0.841080011872396
"59",59,0,0,0,0,0,19975230,0,0,1710184,9516111,8585123.68,8585123.68,2,0,2,0,0.854485808080745
"60",60,0,0,0,0,0,18441184,0,0,1562082,8690024,7826030.82,7826030.82,2,0,2,0,0.780307563760149
"61",61,0,0,0,0,0,16483493,0,0,1372279,7627834,8713971.65,8713971.65,2,0,2,0,0.685230222253682
"62",62,0,0,0,0,0,15583875,0,0,1284649,7131643,8234600.09,8234600.09,2,0,2,0,0.641263542724826
"63",63,0,0,0,0,0,14777590,0,0,1206819,6702117,7771914.36,7771914.36,2,0,2,0,0.601921407748852
"64",64,0,0,0,0,0,14991045,0,0,1226774,6814655,8023101.96,8023101.96,2,0,2,0,0.611990918919078
"65",65,0,0,0,0,0,17513952,0,0,1472992,8185296,9618637.76,9618637.76,2,0,2,0,0.735147136024341
"66",66,0,0,0,0,0,12713547,0,0,1004010,5584919,6556185.3,6556185.3,2,0,2,0,0.501702486192031
"67",67,0,0,0,0,0,13829652,0,0,1116951,6190247,7215503.46,7215503.46,2,0,2,0,0.555988323788578
"68",68,0,0,0,0,0,13168743,0,0,1048314,5826727,6814041,6814041,2,0,2,0,0.523574105939129
"69",69,0,0,0,0,0,12603889,0,0,992864,5523406,6443687.36,6443687.36,2,0,2,0,0.496165007310425
"70",70,0,0,0,0,0,12528603,0,0,986056,5489725,6389642.88,6389642.88,2,0,2,0,0.492788480365016
"71",71,0,0,0,0,0,13142342,0,0,1045888,5815159,6704142.08,6704142.08,2,0,2,0,0.522378886616967
"72",72,0,0,0,0,0,11014408,0,0,839935,4665118,5434379.45,5434379.45,2,0,2,0,0.419136013144615
"73",73,0,0,0,0,0,11904139,0,0,924474,5149788,5981346.78,5981346.78,2,0,2,0,0.462442104352384
"74",74,0,0,0,0,0,10775145,0,0,815360,4534256,5275379.2,5275379.2,2,0,2,0,0.407022461173975
"75",75,0,0,0,0,0,10876822,0,0,828292,4592900,5383898,5383898,2,0,2,0,0.412426790742553
"76",76,0,0,0,0,0,10727474,0,0,811644,4510958,5210754.48,5210754.48,2,0,2,0,0.404858826700904
"77",77,0,0,0,0,0,10371420,0,0,776282,4315684,4913865.06,4913865.06,2,0,2,0,0.387659804900831
"78",78,0,0,0,0,0,10635032,0,0,801981,4458053,5100599.16,5100599.16,2,0,2,0,0.400677856488199
"79",79,0,0,0,0,0,10015344,0,0,743056,4126793,4688683.36,4688683.36,2,0,2,0,0.370571215122062
"80",80,0,0,0,0,0,9901549,0,0,732596,4067073,4637332.68,4637332.68,2,0,2,0,0.365075245942883
"81",81,0,0,0,0,0,9388381,0,0,680744,3782438,4227420.24,4227420.24,2,0,2,0,0.339806080920099
"82",82,0,0,0,0,0,9043893,0,0,646167,3596920,4025620.41,4025620.41,2,0,2,0,0.322918368759407
"83",83,0,0,0,0,0,11061505,0,0,843735,4689578,5264906.4,5264906.4,2,0,2,0,0.42103007529607
"84",84,0,0,0,0,0,10776165,0,0,815801,4535299,5041650.18,5041650.18,2,0,2,0,0.407359153161677
"85",85,0,0,0,0,0,11460794,0,0,883279,4906187,5555824.91,5555824.91,2,0,2,0,0.440665101991013
"86",86,0,0,0,0,0,11344725,0,0,873009,4837858,5473766.43,5473766.43,2,0,2,0,0.434815652918589
"87",87,0,0,0,0,0,10304421,0,0,770439,4282378,4961627.16,4961627.16,2,0,2,0,0.384284622503372
"88",88,0,0,0,0,0,12851566,0,0,1019167,5658218,6726502.2,6726502.2,2,0,2,0,0.508400046934725
"89",89,0,0,0,0,0,13541016,0,0,1085312,6030585,7054528,7054528,2,0,2,0,0.541743782407687
"90",90,0,0,0,0,0,12861815,0,0,1018950,5665613,6714880.5,6714880.5,2,0,2,0,0.508969025538317
"91",91,0,0,0,0,0,14290232,0,0,1159153,6441996,7569269.09,7569269.09,2,0,2,0,0.578856630431575
"92",92,0,0,0,0,0,14411425,0,0,1170815,6509750,7703962.7,7703962.7,2,0,2,0,0.58463409381465
"93",93,0,0,0,0,0,13368509,0,0,1069221,5939179,6907167.66,6907167.66,2,0,2,0,0.533609307961992
"94",94,0,0,0,0,0,14228885,0,0,1152285,6409329,7455283.95,7455283.95,2,0,2,0,0.575633047285333
"95",95,0,0,0,0,0,18098494,0,0,1527623,8504936,9761510.97,9761510.97,2,0,2,0,0.763912320069533
"96",96,0,0,0,0,0,16678934,0,0,1390595,7732368,8774654.45,8774654.45,2,0,2,0,0.69438268984803
"97",97,0,0,0,0,0,16902179,0,0,1413046,7857560,9213059.92,9213059.92,2,0,2,0,0.70585199345962
"98",98,0,0,0,0,0,19597949,0,0,1677030,9319327,10934235.6,10934235.6,2,0,2,0,0.83694414013651
"99",99,0,0,0,0,0,19002820,0,0,1613960,8981180,10329344,10329344,2,0,2,0,0.806569810135614
"100",100,0,0,0,0,0,17979564,0,0,1517663,8437529,9728219.83,9728219.83,2,0,2,0,0.75723630376406
"101",101,0,0,0,0,0,19480317,0,0,1665334,9250806,9142683.66,9142683.66,2,0,2,0,0.830956841054937
"102",102,0,0,0,0,0,17982523,0,0,1516447,8438348,8173649.33,8173649.33,2,0,2,0,0.757777156710033
"103",103,0,0,0,0,0,16439259,0,0,1368489,7599688,7321416.15,7321416.15,2,0,2,0,0.682885099489335
"104",104,0,0,0,0,0,18364110,0,0,1554194,8644381,8190602.38,8190602.38,2,0,2,0,0.776220650204398
"105",105,0,0,0,0,0,16553481,0,0,1380435,7664285,7385327.25,7385327.25,3,0,3,0,0.688311958249697
"106",106,0,0,0,0,0,18951623,0,0,1609225,8960326,8512800.25,8512800.25,3,0,3,0,0.804615177004066
"107",107,0,0,0,0,0,19825095,0,0,1696738,9439252,8806070.22,8806070.22,3,0,3,0,0.847292052685152
"108",108,0,0,0,0,0,20395418,0,0,1752772,9747409,9184525.28,9184525.28,3,0,3,0,0.875182400643252
"109",109,0,0,0,0,0,17526528,0,0,1475199,8189340,7862810.67,7862810.67,3,0,3,0,0.735555426759903
"110",110,0,0,0,0,0,16026325,0,0,1327378,7372149,7313852.78,7313852.78,3,0,3,0,0.662564935919418
"111",111,0,0,0,0,0,17557436,0,0,1474126,8209882,7945539.14,7945539.14,3,0,3,0,0.737317278543964
"112",112,0,0,0,0,0,17600484,0,0,1479232,8226842,7913891.2,7913891.2,3,0,3,0,0.739004202988604
"113",113,0,0,0,0,0,16620424,0,0,1386047,7701875,7346049.1,7346049.1,3,0,3,0,0.691580219010066
"114",114,0,0,0,0,0,17378776,0,0,1459483,8109573,7852018.54,7852018.54,3,0,3,0,0.72835058901042
"115",115,0,0,0,0,0,19566945,0,0,1670935,9300279,8521768.5,8521768.5,3,0,3,0,0.834913711726586
"116",116,0,0,0,0,0,17745681,0,0,1494924,8312205,7504518.48,7504518.48,3,0,3,0,0.746368225536574
"117",117,0,0,0,0,0,14565077,0,0,1185535,6590884,5761700.1,5761700.1,3,0,3,0,0.591649248913163
"118",118,0,0,0,0,0,14319195,0,0,1159690,6453750,5694077.9,5694077.9,3,0,3,0,0.579588675027392
"119",119,0,0,0,0,0,14200558,0,0,1149751,6390584,5771750.02,5771750.02,3,0,3,0,0.573963444348667
"120",120,0,0,0,0,0,12379095,0,0,972304,5402126,4871243.04,4871243.04,3,0,3,0,0.485544771092031
"121",121,0,0,0,0,0,12562213,0,0,990266,5504085,6288189.1,6288189.1,3,0,3,0,0.494431027873088
"122",122,0,0,0,0,0,12841042,0,0,1017063,5655360,6519373.83,6519373.83,3,0,3,0,0.508088920618651
"123",123,0,0,0,0,0,13185643,0,0,1051893,5845473,6774190.92,6774190.92,3,0,3,0,0.524739493914879
"124",124,0,0,0,0,0,10440999,0,0,783493,4349712,5124044.22,5124044.22,3,0,3,0,0.39083330156654
"125",125,0,0,0,0,0,10290967,0,0,769354,4274578,5023881.62,5023881.62,3,0,3,0,0.384008386860198
"126",126,0,0,0,0,0,11007193,0,0,836547,4655243,5462651.91,5462651.91,3,0,3,0,0.418003730555555
"127",127,0,0,0,0,0,10523868,0,0,790440,4395724,5106242.4,5106242.4,3,0,3,0,0.394669585755678
"128",128,0,0,0,0,0,10752253,0,0,813002,4519616,5284513,5284513,3,0,3,0,0.406124713845028
"129",129,0,0,0,0,0,9767482,0,0,716833,3988601,4652246.17,4652246.17,3,0,3,0,0.358293561579701
"130",130,0,0,0,0,0,9625654,0,0,703877,3912482,4561122.96,4561122.96,3,0,3,0,0.351152002065608
"131",131,0,0,0,0,0,8406283,0,0,584307,3249622,3745407.87,3745407.87,3,0,3,0,0.291940819986495
"132",132,0,0,0,0,0,9060344,0,0,647806,3607253,4191304.82,4191304.82,3,0,3,0,0.323890198684357
"133",133,0,0,0,0,0,8949104,0,0,638351,3543941,4130130.97,4130130.97,3,0,3,0,0.318250422843569
"134",134,0,0,0,0,0,10016808,0,0,741382,4123878,4796741.54,4796741.54,3,0,3,0,0.370171099293449
"135",135,0,0,0,0,0,10289878,0,0,769032,4274730,4998708,4998708,3,0,3,0,0.384080218786779
"136",136,0,0,0,0,0,9963380,0,0,736109,4089975,4725819.78,4725819.78,3,0,3,0,0.367312449894122
"137",137,0,0,0,0,0,11338663,0,0,870628,4836673,5511075.24,5511075.24,3,0,3,0,0.434407140027152
"138",138,0,0,0,0,0,11483181,0,0,882601,4920232,5613342.36,5613342.36,3,0,3,0,0.441717603940504
"139",139,0,0,0,0,0,12321494,0,0,967687,5372772,6106104.97,6106104.97,3,0,3,0,0.482632895695782
"140",140,0,0,0,0,0,13774945,0,0,1107452,6156290,7010171.16,7010171.16,3,0,3,0,0.553031631156185
"141",141,0,0,0,0,0,14618450,0,0,1191039,6616621,7396352.19,7396352.19,3,0,3,0,0.594295070310733
"142",142,0,0,0,0,0,13452993,0,0,1076456,5991759,6706320.88,6706320.88,3,0,3,0,0.53823238290332
"143",143,0,0,0,0,0,14714479,0,0,1198647,6667718,7479557.28,7479557.28,3,0,3,0,0.598531895695239
"144",144,0,0,0,0,0,14285859,0,0,1156390,6438573,7146490.2,7146490.2,3,0,3,0,0.577934213039474
"145",145,0,0,0,0,0,16165204,0,0,1339612,7455204,8426159.48,8426159.48,3,0,3,0,0.669240670389147
"146",146,0,0,0,0,0,14540062,0,0,1180958,6574536,7404606.66,7404606.66,3,0,3,0,0.590284251279948
"147",147,0,0,0,0,0,17966228,0,0,1515766,8433353,9761533.04,9761533.04,3,0,3,0,0.757191844680511
"148",148,0,0,0,0,0,17542883,0,0,1476007,8196344,9741646.2,9741646.2,3,0,3,0,0.736015628559062
"149",149,0,0,0,0,0,17737012,0,0,1493645,8302277,9708692.5,9708692.5,3,0,3,0,0.745626762306976
"150",150,0,0,0,0,0,19309309,0,0,1647266,9159502,10855482.94,10855482.94,3,0,3,0,0.822718751632329
"151",151,0,0,0,0,0,18767182,0,0,1592117,8857763,10396524.01,10396524.01,3,0,3,0,0.795835752141165
"152",152,0,0,0,0,0,18655577,0,0,1582816,8802360,10414929.28,10414929.28,3,0,3,0,0.790537959347223
"153",153,0,0,0,0,0,17009090,0,0,1422729,7907947,9190829.34,9190829.34,3,0,3,0,0.710243572325602
"154",154,0,0,0,0,0,15355320,0,0,1261172,7012587,8159782.84,8159782.84,3,0,3,0,0.629826235001839
"155",155,0,0,0,0,0,19820174,0,0,1696832,9429283,10842756.48,10842756.48,3,0,3,0,0.847379243734503
"156",156,0,0,0,0,0,18356092,0,0,1554697,8637801,9810138.07,9810138.07,3,0,3,0,0.775902988408153
"157",157,0,0,0,0,0,16111990,0,0,1334223,7420472,8699133.96,8699133.96,4,0,4,0,0.666655402573882
"158",158,0,0,0,0,0,16884333,0,0,1409597,7836656,9190572.44,9190572.44,4,0,4,0,0.70408897177395
"159",159,0,0,0,0,0,18555045,0,0,1572548,8748796,10064307.2,10064307.2,4,0,4,0,0.785349744439902
"160",160,0,0,0,0,0,20705091,0,0,1784311,9908983,11437433.51,11437433.51,4,0,4,0,0.890391791319801
"161",161,0,0,0,0,0,17276044,0,0,1448042,8057671,7949750.58,7949750.58,4,0,4,0,0.723572177926124
"162",162,0,0,0,0,0,18603882,0,0,1575268,8775345,8490694.52,8490694.52,4,0,4,0,0.787978218190509
"163",163,0,0,0,0,0,17140651,0,0,1434104,7974092,7672456.4,7672456.4,4,0,4,0,0.716116901547656
"164",164,0,0,0,0,0,17544881,0,0,1474033,8205322,7768153.91,7768153.91,4,0,4,0,0.736735720761861
"165",165,0,0,0,0,0,17869724,0,0,1508127,8374221,8068479.45,8068479.45,4,0,4,0,0.752215943281654
"166",166,0,0,0,0,0,17511658,0,0,1470278,8181047,7777770.62,7777770.62,4,0,4,0,0.7345627107423
"167",167,0,0,0,0,0,18519841,0,0,1572671,8734998,8162162.49,8162162.49,4,0,4,0,0.784611513091222
"168",168,0,0,0,0,0,15615798,0,0,1287402,7154779,6745986.48,6745986.48,4,0,4,0,0.642394175051343
"169",169,0,0,0,0,0,15124356,0,0,1238851,6892537,6603075.83,6603075.83,4,0,4,0,0.619019891625683
"170",170,0,0,0,0,0,15904627,0,0,1314886,7311470,7245021.86,7245021.86,4,0,4,0,0.656663874008931
"171",171,0,0,0,0,0,13022140,0,0,1034334,5747155,5575060.26,5575060.26,4,0,4,0,0.516485331734862
"172",172,0,0,0,0,0,12783378,0,0,1011984,5625357,5414114.4,5414114.4,4,0,4,0,0.504942094505273
"173",173,0,0,0,0,0,13007095,0,0,1032694,5743818,5473278.2,5473278.2,4,0,4,0,0.515763142846398
"174",174,0,0,0,0,0,12213181,0,0,958233,5317744,5155293.54,5155293.54,4,0,4,0,0.477506458463561
"175",175,0,0,0,0,0,11872009,0,0,923061,5132137,4707611.1,4707611.1,4,0,4,0,0.460912538902322
"176",176,0,0,0,0,0,9397128,0,0,681847,3789909,3422871.94,3422871.94,4,0,4,0,0.340336844386206
"177",177,0,0,0,0,0,10412901,0,0,780480,4339649,3793132.8,3793132.8,4,0,4,0,0.389765870375406
"178",178,0,0,0,0,0,10909783,0,0,828228,4605662,4066599.48,4066599.48,4,0,4,0,0.413531413314378
"179",179,0,0,0,0,0,10393799,0,0,778672,4331877,3908933.44,3908933.44,4,0,4,0,0.389155957417059
"180",180,0,0,0,0,0,10303335,0,0,771959,4279976,3867514.59,3867514.59,4,0,4,0,0.384454817398701
"181",181,0,0,0,0,0,10310075,0,0,770739,4287982,4894192.65,4894192.65,4,0,4,0,0.385072879331906
"182",182,0,0,0,0,0,8763787,0,0,620665,3445669,3978462.65,3978462.65,4,0,4,0,0.309548646032331
"183",183,0,0,0,0,0,7487298,0,0,494589,2751524,3185153.16,3185153.16,4,0,4,0,0.247153776306973
"184",184,0,0,0,0,0,8071983,0,0,551442,3073043,3606430.68,3606430.68,4,0,4,0,0.27592434600291
"185",185,0,0,0,0,0,8522962,0,0,596101,3318595,3892539.53,3892539.53,4,0,4,0,0.297848255552381
"186",186,0,0,0,0,0,9815313,0,0,721843,4015624,4713634.79,4713634.79,4,0,4,0,0.360387052392726
"187",187,0,0,0,0,0,9247324,0,0,665689,3703274,4300350.94,4300350.94,4,0,4,0,0.33250430760259
"188",188,0,0,0,0,0,10360965,0,0,775743,4310639,5042329.5,5042329.5,4,0,4,0,0.387432504752335
"189",189,0,0,0,0,0,11602088,0,0,898372,4985979,5830434.28,5830434.28,4,0,4,0,0.447872912958363
"190",190,0,0,0,0,0,11343176,0,0,870857,4837754,5643153.36,5643153.36,4,0,4,0,0.434857478994993
"191",191,0,0,0,0,0,13201333,0,0,1052861,5851210,6748839.01,6748839.01,4,0,4,0,0.525273248750966
"192",192,0,0,0,0,0,13436197,0,0,1075031,5977838,6955450.57,6955450.57,4,0,4,0,0.536632064979993
"193",193,0,0,0,0,0,12137411,0,0,946432,5269467,6123415.04,6123415.04,4,0,4,0,0.473272683397138
"194",194,0,0,0,0,0,11671643,0,0,901968,5017501,5835732.96,5835732.96,4,0,4,0,0.45060929238205
"195",195,0,0,0,0,0,14138116,0,0,1145445,6356446,7445392.5,7445392.5,4,0,4,0,0.571103314753633
"196",196,0,0,0,0,0,15922765,0,0,1315849,7317879,8447750.58,8447750.58,4,0,4,0,0.657049110240858
"197",197,0,0,0,0,0,17014571,0,0,1421332,7921655,8997031.56,8997031.56,4,0,4,0,0.711304891333901
"198",198,0,0,0,0,0,16975349,0,0,1419301,7887335,9026754.36,9026754.36,4,0,4,0,0.708431116083339
"199",199,0,0,0,0,0,16633433,0,0,1386542,7706546,8749080.02,8749080.02,4,0,4,0,0.692075206943802
"200",200,0,0,0,0,0,19551154,0,0,1667916,9282963,10557908.28,10557908.28,4,0,4,0,0.833793767507624
"201",201,0,0,0,0,0,17855072,0,0,1504778,8366766,9344671.38,9344671.38,4,0,4,0,0.751121205024184
"202",202,0,0,0,0,0,17643565,0,0,1486745,8253638,9262421.35,9262421.35,4,0,4,0,0.741572433109776
"203",203,0,0,0,0,0,18512725,0,0,1570834,8727966,9802004.16,9802004.16,4,0,4,0,0.783927227270718
"204",204,0,0,0,0,0,18463364,0,0,1564590,8699462,9669166.2,9669166.2,4,0,4,0,0.781554893049703
"205",205,0,0,0,0,0,20866023,0,0,1797115,9997002,11303853.35,11303853.35,4,0,4,0,0.897709862449965
"206",206,0,0,0,0,0,19796321,0,0,1695670,9423757,10631850.9,10631850.9,4,0,4,0,0.84637424697529
"207",207,0,0,0,0,0,22570277,0,0,1965370,10924654,12656982.8,12656982.8,4,0,4,0,0.980845920048204
"208",208,0,0,0,0,0,18601210,0,0,1578195,8776759,10416087,10416087,4,0,4,0,0.788395148512429
"209",209,0,0,0,0,0,18344734,0,0,1552985,8632139,10094402.5,10094402.5,5,0,5,0,0.77520132621435
"210",210,0,0,0,0,0,17908268,0,0,1507594,8394680,9935044.46,9935044.46,5,0,5,0,0.75396410612995
"211",211,0,0,0,0,0,18688958,0,0,1585709,8816766,10354679.77,10354679.77,5,0,5,0,0.791996789319171
"212",212,0,0,0,0,0,19657341,0,0,1678749,9342993,11046168.42,11046168.42,5,0,5,0,0.839069068731765
"213",213,0,0,0,0,0,21846858,0,0,1895025,10538386,12241861.5,12241861.5,5,0,5,0,0.946010250208886
"214",214,0,0,0,0,0,16716605,0,0,1392150,7753331,9007210.5,9007210.5,5,0,5,0,0.696219839649392
"215",215,0,0,0,0,0,14532379,0,0,1179702,6568764,7538295.78,7538295.78,5,0,5,0,0.589967506049951
"216",216,0,0,0,0,0,15977927,0,0,1323008,7351127,8348180.48,8348180.48,5,0,5,0,0.660355020787297
"217",217,0,0,0,0,0,16227609,0,0,1347414,7486902,8785139.28,8785139.28,5,0,5,0,0.672453240015559
"218",218,0,0,0,0,0,17921756,0,0,1512608,8405669,9862204.16,9862204.16,5,0,5,0,0.755020452069423
"219",219,0,0,0,0,0,17398979,0,0,1460889,8120572,9349689.6,9349689.6,5,0,5,0,0.729368738066127
"220",220,0,0,0,0,0,14948856,0,0,1223766,6797889,7844340.06,7844340.06,5,0,5,0,0.610466454001141
"221",221,0,0,0,0,0,13730162,0,0,1103362,6135578,6057457.38,6057457.38,5,0,5,0,0.550938244894871
"222",222,0,0,0,0,0,14617472,0,0,1191161,6618923,6420357.79,6420357.79,5,0,5,0,0.59444691484515
"223",223,0,0,0,0,0,15372294,0,0,1263225,7024819,6758253.75,6758253.75,5,0,5,0,0.630816175195227
"224",224,0,0,0,0,0,15352126,0,0,1261447,7017269,6647825.69,6647825.69,5,0,5,0,0.630192379697436
"225",225,0,0,0,0,0,11836201,0,0,919603,5107634,4919876.05,4919876.05,5,0,5,0,0.458962038217894
"226",226,0,0,0,0,0,11530762,0,0,889078,4943892,4703222.62,4703222.62,5,0,5,0,0.444090880599893
"227",227,0,0,0,0,0,13197330,0,0,1053294,5844581,5466595.86,5466595.86,5,0,5,0,0.525036292070771
"228",228,0,0,0,0,0,13025497,0,0,1036561,5747889,5431579.64,5431579.64,5,0,5,0,0.516501556063402
"229",229,0,0,0,0,0,12610541,0,0,993346,5525494,5294534.18,5294534.18,5,0,5,0,0.496456129186959
"230",230,0,0,0,0,0,10207382,0,0,761455,4226717,4195617.05,4195617.05,5,0,5,0,0.379491163114495
"231",231,0,0,0,0,0,9351350,0,0,676494,3763703,3646302.66,3646302.66,5,0,5,0,0.337952766678965
"232",232,0,0,0,0,0,10471665,0,0,786915,4368383,4209995.25,4209995.25,5,0,5,0,0.392682628565192
"233",233,0,0,0,0,0,9314303,0,0,671868,3740067,3560900.4,3560900.4,5,0,5,0,0.336054942693004
"234",234,0,0,0,0,0,9168739,0,0,658482,3666451,3542633.16,3542633.16,5,0,5,0,0.329329716273144
"235",235,0,0,0,0,0,9206779,0,0,663418,3689626,3383431.8,3383431.8,5,0,5,0,0.33131747947228
